phrase,total_mentions,review_count,review_percentage
experience booked,63,63,0.28
cheaper helicopter,63,63,0.28
tour misty,62,56,0.25
tour last,62,60,0.27
later day,62,57,0.26
must trip,62,59,0.27
experience glacier,62,60,0.27
days later,62,62,0.28
cannot describe,62,61,0.27
asked better,62,60,0.27
windy day,62,60,0.27
amazing day,62,61,0.27
took air,62,61,0.27
lot information,62,62,0.28
mountain voyager,62,59,0.27
make feel,62,60,0.27
see whales,62,61,0.27
experience excellent,61,61,0.27
garden island,61,61,0.27
prone motion,61,61,0.27
tour much,61,60,0.27
taking landing,61,61,0.27
pictures us,61,61,0.27
pilot told,61,58,0.26
seeing trip,61,58,0.26
spend money,61,59,0.27
without doubt,61,61,0.27
kauai wonderful,61,60,0.27
thanks much,61,61,0.27
flight first,61,61,0.27
spectacular scenery,61,60,0.27
us lots,61,61,0.27
mind blowing,61,54,0.24
another tour,61,59,0.27
would say,61,61,0.27
kauai highly,61,61,0.27
next morning,61,56,0.25
canyon na,61,61,0.27
flight canyon,61,60,0.27
never felt,61,61,0.27
great informative,61,61,0.27
boat tour,61,54,0.24
blown away,61,61,0.27
scenery spectacular,61,61,0.27
trip highlight,61,60,0.27
us took,60,59,0.27
knowledgeable made,60,60,0.27
really made,60,59,0.27
experience us,60,60,0.27
flight also,60,59,0.27
awesome way,60,60,0.27
best trip,60,59,0.27
check process,60,59,0.27
run business,60,59,0.27
experiences ever,60,60,0.27
definitely must,60,59,0.27
us good,60,60,0.27
amazing job,60,60,0.27
put ease,60,59,0.27
next trip,60,60,0.27
flew plane,60,60,0.27
bring camera,60,60,0.27
tour definitely,60,60,0.27
experience denali,60,56,0.25
highly enough,60,60,0.27
bus ride,60,50,0.22
views absolutely,60,59,0.27
seemed like,60,59,0.27
us right,60,59,0.27
around us,60,59,0.27
better view,60,59,0.27
denali air,59,56,0.25
saw much,59,59,0.27
fantastic job,59,58,0.26
thanks k2,59,57,0.26
lifetime trip,59,57,0.26
clear weather,59,58,0.26
everyone great,59,59,0.27
enough good,59,59,0.27
company great,59,59,0.27
kauai wings,59,59,0.27
always wanted,59,59,0.27
around mountains,59,56,0.25
offered us,59,57,0.26
neets bay,59,35,0.16
mount mckinley,59,53,0.24
helpful friendly,59,59,0.27
pointed many,59,59,0.27
guide great,59,59,0.27
tour excellent,59,58,0.26
pilot highly,59,59,0.27
right away,59,58,0.26
learned much,59,58,0.26
ride pilot,59,59,0.27
experience grand,59,59,0.27
humpback whales,58,58,0.26
us got,58,58,0.26
day great,58,57,0.26
tour experience,58,57,0.26
ride amazing,58,57,0.26
tell us,58,57,0.26
safety conscious,58,58,0.26
views fantastic,58,58,0.26
take helicopter,58,57,0.26
landing worth,58,56,0.25
amazing highly,58,58,0.26
us island,58,57,0.26
us much,58,57,0.26
view grand,58,57,0.26
staff super,58,58,0.26
also gave,58,58,0.26
sure comfortable,58,58,0.26
copilot seat,58,57,0.26
loved tour,58,57,0.26
excellent customer,58,56,0.25
kauai trip,58,56,0.25
another day,58,54,0.24
clear skies,58,57,0.26
experience wife,58,58,0.26
views grand,58,56,0.25
plus pilot,58,58,0.26
got good,58,58,0.26
island bruce,58,58,0.26
see parts,58,58,0.26
seaplane ride,58,53,0.24
expensive worth,58,57,0.26
trip anyone,58,58,0.26
alaskan range,57,56,0.25
pilot even,57,57,0.26
awesome time,57,57,0.26
tour highlight,57,57,0.26
amazing ride,57,57,0.26
rim grand,57,54,0.24
really appreciated,57,57,0.26
cloudy day,57,55,0.25
longer flight,57,55,0.25
pilot steve,57,54,0.24
back plane,57,57,0.26
took trip,57,56,0.25
job explaining,57,57,0.26
perfect flight,57,55,0.25
photos us,57,57,0.26
safety first,57,56,0.25
took care,57,56,0.25
trip awesome,57,57,0.26
see alaska,57,53,0.24
au dessus,57,49,0.22
extra money,57,55,0.25
denali park,57,56,0.25
north shore,57,52,0.23
sure got,57,57,0.26
nice pilot,57,57,0.26
helicopter pilot,57,57,0.26
super smooth,57,56,0.25
trip flight,57,56,0.25
first rate,57,55,0.25
kauai wife,57,57,0.26
wir hatten,57,51,0.23
service excellent,57,56,0.25
money spent,57,56,0.25
sight seeing,57,53,0.24
many things,57,56,0.25
great sense,57,55,0.25
hear pilot,57,57,0.26
experience truly,57,56,0.25
us many,57,57,0.26
would get,57,53,0.24
worked us,57,57,0.26
able go,56,54,0.24
must activity,56,55,0.25
experience start,56,56,0.25
experience recommend,56,56,0.25
return flight,56,54,0.24
great plane,56,54,0.24
good hands,56,55,0.25
tour everyone,56,56,0.25
day went,56,55,0.25
took hour,56,55,0.25
job showing,56,56,0.25
glacier amazing,56,56,0.25
time tour,56,55,0.25
flight booked,56,56,0.25
end trip,56,54,0.24
mountain peaks,56,56,0.25
everything went,56,56,0.25
views awesome,56,56,0.25
amazing would,56,56,0.25
gets window,56,56,0.25
pretty much,56,53,0.24
wanted fly,56,55,0.25
recommend excursion,56,56,0.25
pilot felt,56,56,0.25
see lot,56,55,0.25
scenery amazing,56,56,0.25
extremely professional,56,56,0.25
well done,56,55,0.25
job narrating,56,56,0.25
ride would,55,54,0.24
circled around,55,55,0.25
denali landed,55,55,0.25
tour talkeetna,55,53,0.24
air sickness,55,54,0.24
back seat,55,51,0.23
water falls,55,54,0.24
passenger plane,55,54,0.24
wish could,55,55,0.25
close mountains,55,54,0.24
view great,55,54,0.24
trip best,55,55,0.25
breath away,55,54,0.24
enough see,55,55,0.25
best air,55,52,0.23
best day,55,51,0.23
trip denali,55,55,0.25
landing experience,55,53,0.24
much less,55,53,0.24
book trip,55,54,0.24
day weather,55,55,0.25
pilot smooth,55,55,0.25
could tell,55,55,0.25
pilot personable,55,55,0.25
great one,55,51,0.23
totally different,55,54,0.24
walking glacier,55,54,0.24
wonderful job,55,54,0.24
pier 39,55,50,0.22
über die,55,44,0.2
recommend adventure,54,54,0.24
informative flight,54,54,0.24
see ground,54,53,0.24
us trip,54,54,0.24
super knowledgeable,54,54,0.24
landing one,54,53,0.24
10 would,54,54,0.24
great overview,54,53,0.24
anyone wanting,54,54,0.24
see views,54,53,0.24
flight absolutely,54,54,0.24
super fun,54,53,0.24
phone call,54,53,0.24
want miss,54,53,0.24
something never,54,52,0.23
friendly service,54,54,0.24
tour loved,54,54,0.24
experience landing,54,54,0.24
flight incredible,54,53,0.24
aerial views,54,50,0.22
josh great,54,52,0.23
whole family,54,52,0.23
safe flight,54,54,0.24
time see,54,54,0.24
plane took,54,53,0.24
trip k2,54,54,0.24
flight instructor,54,53,0.24
south beach,54,52,0.23
der pilot,54,50,0.22
family friends,54,54,0.24
totally recommend,53,52,0.23
paul pilot,53,53,0.24
pilot got,53,53,0.24
day perfect,53,53,0.24
experience everyone,53,53,0.24
island see,53,52,0.23
experience highlight,53,53,0.24
flying kauai,53,49,0.22
back talkeetna,53,53,0.24
two hours,53,53,0.24
two weeks,53,52,0.23
good job,53,53,0.24
experience loved,53,53,0.24
said would,53,48,0.22
landing awesome,53,52,0.23
lots interesting,53,53,0.24
view canyon,53,53,0.24
flight saw,53,53,0.24
years experience,53,52,0.23
even took,53,53,0.24
recommend glacier,53,53,0.24
loved seeing,53,52,0.23
trip booked,53,53,0.24
would see,53,52,0.23
thanks bruce,53,53,0.24
recommend booking,53,53,0.24
kauai really,53,52,0.23
flight spectacular,53,52,0.23
flight felt,53,53,0.24
weather cleared,53,53,0.24
booked grand,53,53,0.24
lihue airport,52,50,0.22
ground tour,52,48,0.22
walking around,52,52,0.23
booking flight,52,51,0.23
everything saw,52,52,0.23
trip wonderful,52,52,0.23
tour incredible,52,52,0.23
island views,52,51,0.23
professional company,52,52,0.23
bruce excellent,52,52,0.23
absolutely wonderful,52,52,0.23
flight made,52,51,0.23
thank bruce,52,52,0.23
commentary pilot,52,51,0.23
amazing beautiful,52,52,0.23
excellent guide,52,52,0.23
view spectacular,52,52,0.23
snow covered,52,49,0.22
first helicopter,52,51,0.23
spectacular experience,52,52,0.23
make experience,52,51,0.23
experience air,52,52,0.23
island amazing,52,51,0.23
flight good,52,50,0.22
weather cooperate,52,52,0.23
weather would,52,51,0.23
definitely fly,52,52,0.23
best value,52,51,0.23
perfect pilot,52,52,0.23
pilot jeff,52,47,0.21
best ever,51,49,0.22
way around,51,51,0.23
time helicopter,51,50,0.22
clear views,51,51,0.23
view beautiful,51,51,0.23
nervous flying,51,51,0.23
things see,51,51,0.23
every dollar,51,51,0.23
ever taken,51,51,0.23
views air,51,51,0.23
three us,51,50,0.22
help us,51,48,0.22
air amazing,51,51,0.23
flew back,51,50,0.22
flight best,51,51,0.23
life changing,51,49,0.22
scenery breathtaking,51,51,0.23
canyonlands arches,51,47,0.21
owner pilot,51,51,0.23
plane amazing,51,50,0.22
experience much,51,51,0.23
video flight,51,49,0.22
couple days,51,51,0.23
sunset flight,51,45,0.2
tour also,51,50,0.22
well organised,51,51,0.23
highlight week,51,50,0.22
tour bruce,51,51,0.23
pilot fun,51,51,0.23
air flight,51,49,0.22
amazing eric,51,50,0.22
du grand,50,43,0.19
guano point,50,36,0.16
pilot doug,50,48,0.22
unbelievable experience,50,50,0.22
staff extremely,50,49,0.22
day fly,50,49,0.22
canyon great,50,50,0.22
see miami,50,47,0.21
see bears,50,48,0.22
canyon river,50,37,0.17
everything perfect,50,50,0.22
30 min,50,48,0.22
lifetime opportunity,50,50,0.22
see anything,50,47,0.21
saw denali,50,49,0.22
alaskan vacation,50,49,0.22
take plane,50,50,0.22
saw beautiful,50,50,0.22
us another,50,50,0.22
miss opportunity,50,46,0.21
glad went,50,49,0.22
personal touch,50,49,0.22
photo ops,50,50,0.22
went smoothly,50,50,0.22
adventure tour,50,46,0.21
captain marcus,50,44,0.2
last lifetime,50,50,0.22
glad chose,50,50,0.22
fun flight,50,49,0.22
skilled pilot,50,50,0.22
enough time,50,48,0.22
made whole,50,50,0.22
lots great,50,50,0.22
experienced knowledgeable,50,50,0.22
one favorite,50,50,0.22
unser pilot,50,47,0.21
looked like,50,49,0.22
thing alaska,50,47,0.21
time highly,50,50,0.22
pride america,50,49,0.22
absolutely best,50,49,0.22
plane well,50,50,0.22
many thanks,50,50,0.22
pink jeep,50,44,0.2
took photos,50,50,0.22
look forward,50,50,0.22
met pilot,49,49,0.22
island well,49,48,0.22
experience got,49,49,0.22
whole new,49,49,0.22
juan islands,49,44,0.2
took many,49,49,0.22
steve pilot,49,49,0.22
island including,49,48,0.22
back kauai,49,49,0.22
part tour,49,44,0.2
eric awesome,49,49,0.22
island beautiful,49,49,0.22
one top,49,48,0.22
taken care,49,49,0.22
flight misty,49,49,0.22
vantage point,49,49,0.22
time small,49,48,0.22
open air,49,46,0.21
always remember,49,49,0.22
easy going,49,49,0.22
made tour,49,49,0.22
tour see,49,49,0.22
time took,49,49,0.22
pilot showed,49,49,0.22
actual flight,49,49,0.22
wants see,49,49,0.22
amazing must,49,49,0.22
kauai took,49,49,0.22
recommend flying,49,48,0.22
trip fantastic,49,49,0.22
incredibly smooth,49,49,0.22
plane bruce,49,48,0.22
flight eric,49,49,0.22
easy book,49,49,0.22
hawaiian islands,49,46,0.21
everyone could,49,49,0.22
got lucky,49,48,0.22
und die,49,45,0.2
time got,49,49,0.22
trip air,49,48,0.22
trip views,49,49,0.22
got plane,49,49,0.22
enjoyed much,49,49,0.22
us air,49,48,0.22
day flying,49,49,0.22
ground staff,49,49,0.22
met us,49,49,0.22
seeing grand,49,46,0.21
great narration,49,48,0.22
island saw,49,49,0.22
tour included,49,48,0.22
el piloto,49,41,0.18
due bad,49,47,0.21
landing must,49,49,0.22
us seeing,48,48,0.22
views would,48,48,0.22
eric fantastic,48,48,0.22
us close,48,47,0.21
seat plane,48,48,0.22
safe entire,48,48,0.22
awesome adventure,48,46,0.21
allow us,48,48,0.22
fortunate enough,48,47,0.21
take offs,48,48,0.22
minute trip,48,47,0.21
war ein,48,44,0.2
alaskan trip,48,48,0.22
crab feast,48,32,0.14
better views,48,48,0.22
jeep tour,48,44,0.2
highlight visit,48,48,0.22
tour husband,48,48,0.22
extremely helpful,48,48,0.22
us glacier,48,46,0.21
us one,48,48,0.22
flight much,48,48,0.22
visit grand,48,45,0.2
clear sunny,48,48,0.22
experience talkeetna,48,46,0.21
denali summit,48,43,0.19
worth trip,48,48,0.22
landing weather,48,48,0.22
denali weather,48,48,0.22
time get,48,48,0.22
experience wings,48,48,0.22
trip ever,48,47,0.21
laid back,48,46,0.21
envi adventures,48,40,0.18
views experience,48,47,0.21
great family,48,48,0.22
day could,48,48,0.22
plane see,48,47,0.21
air would,48,48,0.22
got little,48,47,0.21
gift shop,48,44,0.2
flight comfortable,48,48,0.22
must anyone,48,48,0.22
treated us,48,47,0.21
informative great,48,47,0.21
mt hood,48,40,0.18
wait go,48,48,0.22
us hotel,47,47,0.21
nothing short,47,45,0.2
harbor seaplanes,47,39,0.18
much see,47,46,0.21
flight could,47,47,0.21
prior flight,47,45,0.2
pilot could,47,46,0.21
sure saw,47,47,0.21
scenic airlines,47,41,0.18
70 minute,47,47,0.21
tour day,47,47,0.21
us airport,47,46,0.21
island really,47,47,0.21
like flying,47,47,0.21
small airplane,47,46,0.21
smaller plane,47,46,0.21
beyond words,47,46,0.21
flying tour,47,46,0.21
reasonably priced,47,46,0.21
pilot dave,47,45,0.2
flown small,47,47,0.21
absolute best,47,47,0.21
also got,47,47,0.21
tour wife,47,47,0.21
cruise line,47,44,0.2
back forth,47,45,0.2
amazing photos,47,46,0.21
week trip,47,46,0.21
flight get,47,47,0.21
flying mountains,47,46,0.21
everything could,47,46,0.21
experience island,47,46,0.21
take great,47,47,0.21
job pointing,47,47,0.21
tour got,47,47,0.21
took helicopter,47,46,0.21
us time,47,47,0.21
safe whole,47,47,0.21
truly lifetime,47,47,0.21
wing aircraft,47,42,0.19
best kauai,47,46,0.21
cost helicopter,47,46,0.21
fun pilot,47,47,0.21
flight gave,47,47,0.21
taking photos,47,45,0.2
ventures kauai,47,46,0.21
every second,47,47,0.21
right time,47,47,0.21
ride around,47,47,0.21
come true,47,44,0.2
columbia river,47,43,0.19
large windows,47,46,0.21
one beautiful,47,47,0.21
trip beautiful,47,47,0.21
trip see,46,45,0.2
100 recommend,46,46,0.21
many interesting,46,46,0.21
warm friendly,46,46,0.21
pilot knew,46,46,0.21
see san,46,44,0.2
view plane,46,46,0.21
boulder city,46,37,0.17
us could,46,46,0.21
us well,46,46,0.21
pika glacier,46,45,0.2
emailed us,46,43,0.19
70 minutes,46,45,0.2
flight path,46,46,0.21
see way,46,46,0.21
see na,46,42,0.19
us smooth,46,46,0.21
back hotel,46,43,0.19
landed lake,46,45,0.2
lot island,46,45,0.2
everything seeing,46,46,0.21
bruce knowledgeable,46,46,0.21
weather able,46,46,0.21
getting plane,46,46,0.21
bruce made,46,43,0.19
planning trip,46,45,0.2
could ask,46,46,0.21
talked us,46,46,0.21
got amazing,46,46,0.21
could hear,46,44,0.2
harry great,46,45,0.2
denali glaciers,46,45,0.2
kauai must,46,44,0.2
fun facts,46,46,0.21
views mt,46,44,0.2
mount denali,46,42,0.19
last week,46,46,0.21
close views,46,45,0.2
way end,46,43,0.19
throughout trip,46,46,0.21
must say,46,46,0.21
breathtaking flight,46,45,0.2
beautiful weather,46,45,0.2
comfortable pilot,46,46,0.21
enough get,46,45,0.2
landing k2,46,46,0.21
fly k2,46,45,0.2
landing highlight,46,46,0.21
landing well,45,45,0.2
loved trip,45,45,0.2
glad took,45,44,0.2
natural beauty,45,45,0.2
recommend maverick,45,45,0.2
informative made,45,45,0.2
experience plane,45,43,0.19
summit denali,45,43,0.19
overview island,45,44,0.2
le grand,45,37,0.17
definitely book,45,45,0.2
flight take,45,45,0.2
island plane,45,45,0.2
marcus pilot,45,45,0.2
fun great,45,45,0.2
little bumpy,45,45,0.2
40 minutes,45,42,0.19
experience flew,45,45,0.2
wonderful day,45,43,0.19
seaplane tours,45,34,0.15
cessna tour,45,38,0.17
island made,45,45,0.2
pilot chip,45,44,0.2
pilot able,45,44,0.2
personal experience,45,42,0.19
company pilot,45,45,0.2
knowledgeable fun,45,45,0.2
even gave,45,44,0.2
us information,45,45,0.2
landing due,45,45,0.2
plane experience,45,44,0.2
pilot pilot,45,45,0.2
many pictures,45,45,0.2
many places,45,44,0.2
views mountain,45,44,0.2
many beautiful,45,45,0.2
save money,45,43,0.19
spectacular view,45,45,0.2
us option,45,44,0.2
everyone friendly,45,45,0.2
ahead time,45,44,0.2
pilot wife,45,44,0.2
pilot kind,45,45,0.2
trip back,45,45,0.2
friendly great,44,44,0.2
recommend activity,44,44,0.2
way start,44,42,0.19
icing cake,44,44,0.2
including pilot,44,43,0.19
personable knowledgeable,44,44,0.2
flight air,44,43,0.19
dehavilland beaver,44,44,0.2
whale watching,44,41,0.18
kauai definitely,44,44,0.2
reach touch,44,44,0.2
must tour,44,43,0.19
reasonable price,44,43,0.19
beautiful tour,44,44,0.2
husband got,44,43,0.19
dream come,44,43,0.19
many people,44,44,0.2
nice helpful,44,44,0.2
another company,44,44,0.2
made great,44,44,0.2
enjoy flight,44,44,0.2
got close,44,44,0.2
alaskan cruise,44,43,0.19
never done,44,44,0.2
great guy,44,44,0.2
ever get,44,43,0.19
highly highly,44,41,0.18
afraid heights,44,44,0.2
safety record,44,44,0.2
island highly,44,44,0.2
sat front,44,44,0.2
glacier great,44,44,0.2
went flight,44,44,0.2
abc store,44,39,0.18
great memories,44,44,0.2
want take,44,43,0.19
land tour,44,42,0.19
day would,44,43,0.19
peaks glaciers,44,44,0.2
flight wife,44,44,0.2
tour canyon,44,44,0.2
see great,44,44,0.2
chose wings,44,43,0.19
mother nature,44,43,0.19
k2 great,44,42,0.19
minutes flight,43,42,0.19
glacial landing,43,33,0.15
experience weather,43,43,0.19
would suggest,43,42,0.19
every moment,43,43,0.19
glacier landings,43,39,0.18
kauai husband,43,42,0.19
amazing sights,43,43,0.19
wow great,43,43,0.19
run operation,43,43,0.19
top denali,43,40,0.18
definitely go,43,43,0.19
landing denali,43,42,0.19
tour helicopter,43,43,0.19
information area,43,43,0.19
great price,43,41,0.18
informed us,43,42,0.19
flight able,43,42,0.19
beautiful place,43,43,0.19
keeping us,43,43,0.19
great care,43,43,0.19
sunset tour,43,41,0.18
one memorable,43,43,0.19
tour views,43,43,0.19
get flight,43,41,0.18
get closer,43,43,0.19
incredibly knowledgeable,43,43,0.19
beautiful way,43,41,0.18
helicopter flights,43,43,0.19
stay kauai,43,43,0.19
miss experience,43,43,0.19
see napali,43,41,0.18
time visit,43,43,0.19
anything else,43,43,0.19
staff k2,43,43,0.19
spend time,43,43,0.19
mountain ranges,43,43,0.19
mike pilot,43,43,0.19
flying high,43,43,0.19
napali coastline,43,41,0.18
rim canyon,43,43,0.19
ride grand,43,43,0.19
seaplane flight,43,39,0.18
flight island,43,43,0.19
pilot said,43,42,0.19
unique perspective,43,41,0.18
great friendly,43,43,0.19
pilot jt,43,43,0.19
two week,43,43,0.19
ride canyon,43,40,0.18
experience experience,43,43,0.19
every day,43,42,0.19
day got,43,43,0.19
dvd flight,43,43,0.19
canyon experience,43,41,0.18
time alaska,43,43,0.19
flight small,43,42,0.19
mountain goats,42,41,0.18
wealth knowledge,42,42,0.19
keep mind,42,39,0.18
k2 staff,42,41,0.18
pali coastline,42,40,0.18
glad decided,42,42,0.19
breathtaking scenery,42,42,0.19
must maui,42,41,0.18
comfortable ride,42,42,0.19
redtail aviation,42,36,0.16
round trip,42,42,0.19
